,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
7487,e1LrKLjXyX,201901.0,20190131.0,,,,,,,E,0.0
7488,DWn1vvslUY,201812.0,20181231.0,,,,,,,C3,0.0
7489,NeXmDdcfsk,201912.0,20191231.0,709.0,669.0,669.0,232.0,266.0,263.0,D,0.0
7490,vambtR3F4j,201904.0,20190430.0,683.0,683.0,599.0,,,,C1b,0.0
7491,nusaUq9h7D,201904.0,20190430.0,816.0,816.0,816.0,,,,C1b,0.0
7492,ytilECGu81,201911.0,20191130.0,832.0,832.0,832.0,832.0,770.0,770.0,C3,0.0
7493,YjI7EGmoPD,201812.0,20181231.0,,,,,,,D,0.0
7494,IijVQ149Yz,201812.0,20181231.0,,,,,,,D,0.0
7495,oQARirvMDG,201905.0,20190531.0,439.0,394.0,530.0,575.0,,,C1a,0.0
7496,gf4Q8ZuxbB,201908.0,20190831.0,736.0,617.0,617.0,617.0,736.0,736.0,E,0.0
7497,ETUhi0J2iL,201902.0,20190228.0,735.0,,,,,,D,0.0
7498,rNzDfmuvBm,201810.0,20181031.0,,,,,,,C3,0.0
7499,vy7yiO4Hc4,202003.0,20200331.0,859.0,859.0,859.0,859.0,859.0,859.0,C3,0.0
7500,QEdnxhHtQZ,201901.0,20190131.0,,,,,,,C3,0.0
7501,vf8QGTz5MH,201810.0,20181031.0,,,,,,,C2,0.0
7502,LsykIy2V9D,201904.0,20190430.0,792.0,792.0,792.0,,,,D,0.0
7503,KAZCGkP1GD,201807.0,20180731.0,,,,,,,C2,0.0
7504,0y7uINliWO,201811.0,20181130.0,,,,,,,E,0.0
7505,WQYD5OnJ4S,202001.0,20200131.0,795.0,795.0,795.0,795.0,795.0,795.0,C3,0.0
7506,ySHX5urDBI,201812.0,20181231.0,,,,,,,C3,0.0
7507,vD2r3I01rI,201911.0,20191130.0,644.0,644.0,644.0,556.0,551.0,551.0,E,0.0
7508,pJj6yXjTme,201906.0,20190630.0,735.0,735.0,735.0,731.0,731.0,,D,0.0
7509,DbJYCirUKP,201807.0,20180731.0,,,,,,,C2,0.0
7510,yY0gkm2hoc,201912.0,20191231.0,270.0,269.0,235.0,235.0,655.0,691.0,C2,0.0
7511,6ONNOQErXQ,201905.0,20190531.0,501.0,501.0,501.0,455.0,,,C3,0.0
7512,GzvUkd0sTJ,201906.0,20190630.0,288.0,367.0,367.0,218.0,161.0,,D,0.0
7513,qju6SEMUXC,201807.0,20180731.0,,,,,,,D,0.0
7514,xHEmA3F7Qp,201907.0,20190731.0,535.0,535.0,398.0,398.0,398.0,535.0,C3,0.0
7515,dBql65nopL,201810.0,20181031.0,,,,,,,E,0.0
7516,5d9EtWWPOJ,201908.0,20190831.0,150.0,163.0,163.0,692.0,609.0,647.0,D,0.0
7517,uoHaYEHtig,202001.0,20200131.0,751.0,751.0,810.0,810.0,810.0,810.0,C3,0.0
7518,7QEGkWNGv4,201905.0,20190531.0,1.0,18.0,2.0,2.0,,,C3,0.0
7519,MN4VsUqG2O,201912.0,20191231.0,804.0,804.0,804.0,848.0,848.0,848.0,C3,0.0
7520,D2i0nVSj9K,201905.0,20190531.0,747.0,747.0,747.0,747.0,,,C3,0.0
7521,UNSkoYlZV0,201812.0,20181231.0,,,,,,,C2,0.0
7522,CJC4Aj48Ed,201911.0,20191130.0,93.0,79.0,65.0,172.0,200.0,329.0,E,0.0
7523,Ch0ou5aTSa,201905.0,20190531.0,746.0,746.0,746.0,746.0,,,E,0.0
7524,wX4QHA5wGj,202001.0,20200131.0,564.0,609.0,604.0,604.0,688.0,688.0,E,0.0
7525,wPgNtbLnv8,201808.0,20180831.0,,,,,,,C1a,0.0
7526,6eqPLA16kf,202001.0,20200131.0,682.0,598.0,598.0,721.0,788.0,641.0,D,0.0
7527,UcSxFOAS32,201807.0,20180731.0,,,,,,,E,0.0
7528,XSCIOTKy6Y,201904.0,20190430.0,662.0,662.0,657.0,,,,E,0.0
7529,N9hDgQyPoP,201909.0,20190930.0,668.0,582.0,537.0,532.0,621.0,621.0,D,0.0
7530,FtHyM2nnf7,201812.0,20181231.0,,,,,,,C3,0.0
7531,v8K58A8oMS,201910.0,20191031.0,153.0,423.0,186.0,284.0,565.0,453.0,C3,0.0
7532,fd6VM3OAC2,202002.0,20200229.0,676.0,676.0,676.0,676.0,676.0,793.0,D,0.0
7533,eouBQeQB42,201902.0,20190228.0,402.0,,,,,,C1a,0.0
7534,G30aaWcoNg,201901.0,20190131.0,,,,,,,C3,0.0
7535,WytwdOGmuD,201905.0,20190531.0,677.0,716.0,716.0,716.0,,,D,0.0
7536,jjDy1INdil,201807.0,20180731.0,,,,,,,C3,0.0
7537,6UoAbfb1XA,201809.0,20180930.0,,,,,,,C1a,0.0
7538,jgkxgXK004,201907.0,20190731.0,683.0,722.0,722.0,722.0,757.0,757.0,E,0.0
7539,fSyr4lCX4j,201912.0,20191231.0,79.0,110.0,309.0,350.0,309.0,271.0,C1a,0.0
7540,5TpFtfHTqH,201808.0,20180831.0,,,,,,,C2,0.0
7541,4f1nWclEnz,201811.0,20181130.0,,,,,,,C3,0.0
7542,iIKSsjWsJS,201905.0,20190531.0,470.0,561.0,561.0,561.0,,,C3,0.0
7543,PQWQWl75GM,201812.0,20181231.0,,,,,,,D,0.0
7544,TpBHEKJacB,201907.0,20190731.0,455.0,455.0,592.0,592.0,592.0,587.0,C3,0.0
7545,2lROoJmjrT,201910.0,20191031.0,549.0,687.0,687.0,687.0,687.0,687.0,D,0.0
7546,NGuN06ZgWT,201811.0,20181130.0,,,,,,,D,0.0
7547,3ffwULHAQL,201906.0,20190630.0,593.0,593.0,593.0,326.0,287.0,,D,0.0
7548,yJL7DXWARZ,201808.0,20180831.0,,,,,,,C2,0.0
7549,Nf3cgaiaJM,202002.0,20200229.0,404.0,662.0,484.0,152.0,39.0,79.0,D,0.0
7550,QvS2dWDxnI,201807.0,20180731.0,,,,,,,C3,0.0
7551,gNEpT2JIoc,201907.0,20190731.0,68.0,99.0,315.0,633.0,633.0,590.0,D,0.0
7552,j1REXoWKZ4,201912.0,20191231.0,773.0,773.0,773.0,773.0,773.0,773.0,C3,0.0
7553,S9aEtHUHrF,201812.0,20181231.0,,,,,,,D,0.0
7554,tV5V2PWvAW,201812.0,20181231.0,,,,,,,C2,0.0
7555,SwtF5eWi9V,201904.0,20190430.0,178.0,352.0,577.0,,,,D,0.0
7556,YEFAD9lAcm,201809.0,20180930.0,,,,,,,C3,0.0
7557,xWEdLWRUlo,201808.0,20180831.0,,,,,,,D,0.0
7558,JEVIk1wVbU,201903.0,20190331.0,657.0,657.0,,,,,E,0.0
7559,WLeEsz5qqw,201812.0,20181231.0,,,,,,,D,0.0
7560,BURgtOWUi4,201907.0,20190731.0,695.0,695.0,798.0,798.0,798.0,798.0,D,0.0
7561,VyWqRKqPBW,201807.0,20180731.0,,,,,,,C3,0.0
7562,NEGQU028Lj,202001.0,20200131.0,746.0,746.0,746.0,742.0,742.0,742.0,D,0.0
7563,h7uIVgKBzr,201902.0,20190228.0,662.0,,,,,,E,0.0
7564,16GpKMblvQ,201903.0,20190331.0,526.0,521.0,,,,,C1a,0.0
7565,hkEKx84cnX,201909.0,20190930.0,786.0,786.0,786.0,786.0,786.0,434.0,C2,0.0
7566,wR5XZtkbVj,201908.0,20190831.0,635.0,635.0,677.0,677.0,677.0,672.0,C3,0.0
7567,ItcXP4ir36,201910.0,20191031.0,800.0,800.0,800.0,800.0,800.0,735.0,C3,0.0
7568,sU8pJTDDPz,201904.0,20190430.0,438.0,438.0,310.0,,,,E,0.0
7569,v79yZUCvN3,201810.0,20181031.0,,,,,,,C3,0.0
7570,z1yoYC4rfM,201909.0,20190930.0,825.0,825.0,825.0,825.0,825.0,822.0,E,0.0
7571,5YDPaEWzn2,201905.0,20190531.0,610.0,693.0,693.0,693.0,,,D,0.0
7572,URvvIIway3,201912.0,20191231.0,476.0,476.0,471.0,471.0,471.0,471.0,C2,0.0
7573,ojfvTrHgRv,202002.0,20200229.0,681.0,681.0,681.0,720.0,720.0,716.0,C3,0.0
7574,baaKk647Fk,201808.0,20180831.0,,,,,,,D,0.0
7575,WdW3yPPVnG,201909.0,20190930.0,360.0,360.0,360.0,585.0,585.0,489.0,D,0.0
7576,DT3DeOM40R,201905.0,20190531.0,408.0,408.0,585.0,670.0,,,E,0.0
7577,aMuFlQhPsI,201903.0,20190331.0,388.0,388.0,,,,,E,0.0
7578,batJSOYsWM,201908.0,20190831.0,776.0,772.0,772.0,803.0,803.0,803.0,C2,0.0
7579,j835Kxdxfi,201908.0,20190831.0,599.0,642.0,642.0,679.0,679.0,679.0,D,0.0
7580,pQoxW0TS3N,201905.0,20190531.0,537.0,537.0,537.0,537.0,,,D,0.0
7581,hxYZ2ooUat,201807.0,20180731.0,,,,,,,C2,0.0
7582,wVbYz9Q2Zl,201901.0,20190131.0,,,,,,,C2,0.0
7583,70mhCqSaZS,201809.0,20180930.0,,,,,,,D,0.0
7584,KBHwToEX00,201908.0,20190831.0,615.0,615.0,433.0,525.0,525.0,697.0,C3,0.0
7585,1icgLF9esr,201810.0,20181031.0,,,,,,,E,0.0
7586,5eTMLxN3fg,201904.0,20190430.0,750.0,619.0,619.0,,,,D,0.0
7587,QdflBlxRNZ,201902.0,20190228.0,834.0,,,,,,C3,0.0
7588,djY6Tq5ubg,201912.0,20191231.0,510.0,510.0,556.0,556.0,556.0,556.0,D,0.0
7589,W3rdYVsmFC,201912.0,20191231.0,111.0,286.0,411.0,411.0,634.0,634.0,C1a,0.0
7590,shkZLc1nFz,201903.0,20190331.0,746.0,709.0,,,,,E,0.0
7591,4C0EgZtKkG,201912.0,20191231.0,110.0,93.0,79.0,77.0,200.0,386.0,C1b,0.0
7592,84re7oBXmz,201905.0,20190531.0,566.0,515.0,605.0,469.0,,,C3,0.0
7593,t4BuR97iFP,201807.0,20180731.0,,,,,,,E,0.0
7594,V5HsSBySRb,201910.0,20191031.0,596.0,596.0,596.0,596.0,596.0,719.0,D,0.0
7595,Vq7HevvrEp,201910.0,20191031.0,515.0,515.0,380.0,227.0,137.0,217.0,C3,0.0
7596,1BjVgp1SKp,201903.0,20190331.0,220.0,364.0,,,,,C3,0.0
7597,VjMgSGaTwM,201812.0,20181231.0,,,,,,,C3,0.0
7598,cSOx324dwJ,201810.0,20181031.0,,,,,,,C3,0.0
7599,71klnzT4NX,201901.0,20190131.0,,,,,,,D,0.0
7600,HlFXRYww1m,201903.0,20190331.0,747.0,747.0,,,,,D,0.0
7601,v07eQ7OGnD,201810.0,20181031.0,,,,,,,C3,0.0
7602,0TgLcjJpEN,201811.0,20181130.0,,,,,,,D,0.0
7603,TDCzLAtnqB,201904.0,20190430.0,698.0,769.0,769.0,,,,C1a,0.0
7604,I2kKQYQGpH,201904.0,20190430.0,786.0,786.0,786.0,,,,D,0.0
7605,QEG630uu9b,201905.0,20190531.0,409.0,409.0,409.0,285.0,,,D,0.0
7606,7yGlyvEPZs,201807.0,20180731.0,,,,,,,C3,0.0
7607,7dpurhASa4,201902.0,20190228.0,320.0,,,,,,C2,0.0
7608,YdLXL6Xj4Z,201903.0,20190331.0,65.0,171.0,,,,,E,0.0
7609,sD80OVRBf2,201902.0,20190228.0,700.0,,,,,,E,0.0
7610,g4l3pRvUgh,201810.0,20181031.0,,,,,,,AB,0.0
7611,iYrbSUmPPy,202001.0,20200131.0,773.0,773.0,773.0,773.0,773.0,773.0,C3,0.0
7612,DLZVPerUC7,201912.0,20191231.0,593.0,593.0,593.0,593.0,593.0,548.0,C2,0.0
7613,djiPC6UuCF,202002.0,20200229.0,833.0,833.0,833.0,806.0,806.0,806.0,C2,0.0
7614,73gLP8tgVY,201912.0,20191231.0,621.0,621.0,621.0,621.0,703.0,703.0,C3,0.0
7615,zyco0GxML0,201909.0,20190930.0,572.0,768.0,768.0,596.0,596.0,596.0,C1b,0.0
7616,grgrxf0ajR,201809.0,20180930.0,,,,,,,D,0.0
7617,bLCtAbQsPe,201911.0,20191130.0,658.0,658.0,658.0,658.0,658.0,658.0,D,0.0
7618,ontFP8zPEb,201812.0,20181231.0,,,,,,,C3,0.0
7619,ROq56F6adO,201908.0,20190831.0,678.0,752.0,804.0,804.0,804.0,804.0,E,0.0
7620,I51xWlrbwv,202001.0,20200131.0,488.0,488.0,341.0,427.0,651.0,403.0,D,0.0
7621,x3NygHlmnG,201907.0,20190731.0,494.0,494.0,624.0,666.0,666.0,666.0,E,0.0
7622,8Ja583CSSw,201809.0,20180930.0,,,,,,,D,0.0
7623,rL1alAta6W,201810.0,20181031.0,,,,,,,C3,0.0
7624,YsVR1Vbvv5,201808.0,20180831.0,,,,,,,C3,0.0
7625,ppgzr9l4UB,201902.0,20190228.0,659.0,,,,,,D,0.0
7626,TtbmHMOyJe,202003.0,20200331.0,671.0,541.0,630.0,630.0,747.0,671.0,D,0.0
7627,MdqixpUMaX,201808.0,20180831.0,,,,,,,D,0.0
7628,cldknPVckV,201909.0,20190930.0,387.0,387.0,161.0,387.0,387.0,387.0,D,0.0
7629,dSrKkQ6atJ,201903.0,20190331.0,635.0,635.0,,,,,C3,0.0
7630,dJyE1e38i7,201808.0,20180831.0,,,,,,,C2,0.0
7631,x5Oaj3PZ3z,201907.0,20190731.0,478.0,478.0,388.0,569.0,652.0,730.0,C1b,0.0
7632,hfWWR0qaku,202002.0,20200229.0,733.0,696.0,696.0,733.0,798.0,798.0,D,0.0
7633,CswaYuONeI,201904.0,20190430.0,631.0,707.0,626.0,,,,D,0.0
7634,TL0LjSFfW2,201807.0,20180731.0,,,,,,,E,0.0
7635,ozYeutvqmr,201811.0,20181130.0,,,,,,,E,0.0
7636,HQcLohDtju,201912.0,20191231.0,706.0,706.0,581.0,581.0,581.0,706.0,C2,0.0
7637,MF27YFRqLF,201909.0,20190930.0,600.0,600.0,600.0,600.0,449.0,600.0,C3,0.0
7638,eFDicJdt7q,201911.0,20191130.0,515.0,515.0,716.0,716.0,716.0,716.0,C3,0.0
7639,k3WThWrBKs,201812.0,20181231.0,,,,,,,C1b,0.0
7640,lfOHdE2KwQ,201905.0,20190531.0,640.0,681.0,296.0,597.0,,,D,0.0
7641,Sk9SkI0EFn,201912.0,20191231.0,721.0,721.0,721.0,826.0,826.0,795.0,C3,0.0
7642,liUmt7Iabc,201905.0,20190531.0,692.0,608.0,608.0,608.0,,,D,0.0
7643,SD8V1GJdDz,201908.0,20190831.0,759.0,759.0,759.0,759.0,759.0,755.0,E,0.0
7644,vfO1YyLsFI,201812.0,20181231.0,,,,,,,C2,0.0
7645,NCPVcSnJCv,201912.0,20191231.0,525.0,571.0,525.0,525.0,733.0,768.0,C3,0.0
7646,IMYxGBLTN1,201911.0,20191130.0,674.0,674.0,674.0,674.0,674.0,669.0,C3,0.0
7647,kPMnQNBMGi,201812.0,20181231.0,,,,,,,C2,0.0
7648,5WVQ8F2UUK,201902.0,20190228.0,377.0,,,,,,C3,0.0
7649,M0lHN1SIzM,201812.0,20181231.0,,,,,,,E,0.0
7650,gilRa4EfRN,201807.0,20180731.0,,,,,,,C3,0.0
7651,S1tRv3Qqi3,202003.0,20200331.0,669.0,808.0,704.0,623.0,622.0,740.0,C2,0.0
7652,Grj2DPVtjd,201906.0,20190630.0,722.0,118.0,118.0,118.0,124.0,,D,0.0
7653,QIXdVdeYhJ,201911.0,20191130.0,755.0,755.0,755.0,640.0,552.0,552.0,E,0.0
7654,tU99CKoQey,201907.0,20190731.0,649.0,649.0,516.0,516.0,516.0,649.0,E,0.0
7655,sxISvvkEpw,201903.0,20190331.0,716.0,716.0,,,,,D,0.0
7656,EvB2Gbw6Uo,202001.0,20200131.0,742.0,742.0,443.0,398.0,152.0,237.0,D,0.0
7657,BjtGawT5Ls,201912.0,20191231.0,91.0,201.0,201.0,304.0,408.0,408.0,E,0.0
7658,3PpymSPkOA,201908.0,20190831.0,706.0,706.0,743.0,743.0,743.0,706.0,E,0.0
7659,60eT43vXxY,201907.0,20190731.0,380.0,470.0,376.0,376.0,376.0,465.0,D,0.0
7660,N3CXrkkzrW,201807.0,20180731.0,,,,,,,C1b,0.0
7661,YBayfyYpfy,201807.0,20180731.0,,,,,,,D,0.0
7662,8WUPrpE4Zj,201905.0,20190531.0,828.0,828.0,828.0,828.0,,,D,0.0
7663,xgR9GiPkai,201807.0,20180731.0,,,,,,,D,0.0
7664,1jKXQni6r8,201907.0,20190731.0,403.0,318.0,359.0,318.0,402.0,402.0,C2,0.0
7665,WOer1NXD2F,201908.0,20190831.0,670.0,6.0,42.0,5.0,15.0,16.0,D,0.0
7666,FYsGFMZ2n7,201912.0,20191231.0,718.0,718.0,718.0,718.0,675.0,675.0,C2,0.0
7667,AE4UyyRYrN,201909.0,20190930.0,540.0,540.0,540.0,670.0,670.0,535.0,D,0.0
7668,qs9SN2HGhR,201811.0,20181130.0,,,,,,,D,0.0
7669,0TjdOMWM8o,202003.0,20200331.0,226.0,297.0,492.0,423.0,469.0,708.0,C3,0.0
7670,f15anBsxDM,202002.0,20200229.0,566.0,475.0,475.0,429.0,520.0,475.0,D,0.0
7671,nh0svLc3Ce,202001.0,20200131.0,470.0,470.0,470.0,470.0,546.0,541.0,C3,0.0
7672,CgmKuPFvbU,201807.0,20180731.0,,,,,,,D,0.0
7673,11sB14TMZK,201910.0,20191031.0,67.0,67.0,17.0,5.0,21.0,25.0,C3,0.0
7674,0SAGo5kivJ,201812.0,20181231.0,,,,,,,C2,0.0
7675,4PxJjDMwrR,201812.0,20181231.0,,,,,,,C3,0.0
7676,mZiwB1Y1Zg,201811.0,20181130.0,,,,,,,C1a,0.0
7677,NPFWSqefgS,201911.0,20191130.0,663.0,663.0,663.0,702.0,663.0,663.0,D,0.0
7678,gnJSICQqDK,201912.0,20191231.0,757.0,757.0,757.0,757.0,757.0,757.0,D,0.0
7679,7z9VldsjYf,202003.0,20200331.0,579.0,579.0,534.0,443.0,443.0,534.0,C2,0.0
7680,74buPqzYed,202002.0,20200229.0,149.0,149.0,233.0,267.0,267.0,305.0,,0.0
7681,vDkfnZbAAX,201907.0,20190731.0,721.0,721.0,721.0,753.0,753.0,753.0,C2,0.0
7682,gi0BV7soF5,201909.0,20190930.0,423.0,418.0,179.0,418.0,374.0,374.0,D,0.0
7683,10WEScdvNm,201812.0,20181231.0,,,,,,,E,0.0
7684,3xhsHCxojU,201903.0,20190331.0,739.0,735.0,,,,,E,0.0
7685,oylxp1i278,201810.0,20181031.0,,,,,,,C1b,0.0
7686,MOW4i47Rju,201907.0,20190731.0,370.0,414.0,265.0,343.0,644.0,640.0,C3,0.0
7687,heHkgx43Ol,201908.0,20190831.0,296.0,296.0,283.0,283.0,279.0,359.0,C3,0.0
7688,7Ayhp2rRYs,201906.0,20190630.0,773.0,773.0,773.0,703.0,703.0,,E,0.0
7689,BkmOmZdz4w,202003.0,20200331.0,656.0,656.0,656.0,613.0,569.0,569.0,C2,0.0
7690,3d4P2vsB7z,201810.0,20181031.0,,,,,,,C3,0.0
7691,BHtgW54t5e,201908.0,20190831.0,693.0,765.0,825.0,825.0,796.0,689.0,D,0.0
7692,s8mpsdmooT,202002.0,20200229.0,142.0,166.0,333.0,320.0,246.0,158.0,E,0.0
7693,FLfjJuDyuA,201809.0,20180930.0,,,,,,,E,0.0
7694,0gNs35GPPa,201908.0,20190831.0,807.0,807.0,861.0,807.0,861.0,861.0,C2,0.0
7695,eBP1DEkHUL,201912.0,20191231.0,635.0,716.0,716.0,716.0,677.0,677.0,D,0.0
7696,YlzPRKBhUh,201810.0,20181031.0,,,,,,,AB,0.0
7697,uvdO5NTRDi,201909.0,20190930.0,354.0,663.0,663.0,794.0,727.0,727.0,C3,0.0
7698,VwJ9vZJS6n,201909.0,20190930.0,772.0,661.0,661.0,661.0,772.0,772.0,D,0.0
7699,aJRFd4dq9L,201912.0,20191231.0,330.0,72.0,78.0,96.0,117.0,103.0,C2,0.0
7700,mJoprO831c,201905.0,20190531.0,827.0,827.0,827.0,827.0,,,C3,0.0
7701,HLGyFJltHZ,202003.0,20200331.0,,,,,,,,0.0
7702,kNz9VTAscm,201812.0,20181231.0,,,,,,,D,0.0
7703,lKLPXBXr2E,201908.0,20190831.0,189.0,813.0,739.0,560.0,558.0,512.0,C1b,0.0
7704,sXorBVwfJ8,201808.0,20180831.0,,,,,,,C3,0.0
7705,bd1iRxFpxA,201812.0,20181231.0,,,,,,,C3,0.0
7706,JBYtq8lAdz,201907.0,20190731.0,653.0,566.0,566.0,561.0,605.0,605.0,E,0.0
7707,VGzyIcjel5,201907.0,20190731.0,671.0,671.0,671.0,710.0,710.0,710.0,C3,0.0
7708,gnQlYmOBjA,201910.0,20191031.0,552.0,552.0,718.0,714.0,772.0,802.0,C2,0.0
7709,WCygWObjE6,201812.0,20181231.0,,,,,,,C3,0.0
7710,oSEx5YewuC,202003.0,20200331.0,750.0,750.0,750.0,750.0,750.0,750.0,D,0.0
7711,miBRx2bnXA,201906.0,20190630.0,730.0,651.0,564.0,651.0,730.0,,C3,0.0
7712,T2Es6jQmvv,201912.0,20191231.0,842.0,842.0,784.0,716.0,716.0,716.0,C3,0.0
7713,UHB2BEmwCY,201907.0,20190731.0,250.0,325.0,455.0,325.0,410.0,547.0,C3,0.0
7714,STM829MmWR,201905.0,20190531.0,457.0,457.0,678.0,717.0,,,E,0.0
7715,auxYln8XUq,201906.0,20190630.0,619.0,570.0,464.0,510.0,556.0,,C3,0.0
7716,Cz0oKsMRaV,201906.0,20190630.0,9.0,145.0,8.0,18.0,18.0,,C2,0.0
7717,e5eTyOtoun,201812.0,20181231.0,,,,,,,D,0.0
7718,wv1lnd1DkM,201911.0,20191130.0,804.0,804.0,804.0,448.0,740.0,736.0,C3,0.0
7719,sWWJSicR8V,201902.0,20190228.0,582.0,,,,,,C3,0.0
7720,qRqJMrADiF,201808.0,20180831.0,,,,,,,C2,0.0
7721,oW1331Ksh5,201910.0,20191031.0,765.0,765.0,765.0,765.0,765.0,761.0,D,0.0
7722,9lKQ7Sszc6,201808.0,20180831.0,,,,,,,C2,0.0
7723,M0j3w9PCaL,201810.0,20181031.0,,,,,,,E,0.0
7724,7tUv9r2Jct,201901.0,20190131.0,,,,,,,D,0.0
7725,DPTq2KinyA,202003.0,20200331.0,248.0,248.0,323.0,359.0,359.0,318.0,C2,0.0
7726,UDGRsWjAWv,201908.0,20190831.0,760.0,632.0,627.0,627.0,627.0,627.0,C3,0.0
7727,T9WeIlOVvq,201810.0,20181031.0,,,,,,,E,0.0
7728,7418QTj4oM,201905.0,20190531.0,736.0,736.0,736.0,736.0,,,E,0.0
7729,pU9O5rkNHQ,201902.0,20190228.0,580.0,,,,,,D,0.0
7730,qrxhfMSnAr,201809.0,20180930.0,,,,,,,C3,0.0
7731,ra5ke4Y35b,201810.0,20181031.0,,,,,,,C2,0.0
7732,4a4viVsEbv,201912.0,20191231.0,819.0,816.0,816.0,754.0,754.0,754.0,D,0.0
7733,VM5YxQVE7h,201901.0,20190131.0,,,,,,,E,0.0
7734,JZgozj2rzL,201912.0,20191231.0,628.0,628.0,623.0,623.0,534.0,534.0,D,0.0
7735,pLnXR9aMVg,201912.0,20191231.0,494.0,494.0,494.0,540.0,494.0,494.0,C3,0.0
7736,rooupqi6th,201912.0,20191231.0,42.0,35.0,24.0,1.0,0.0,2.0,C1a,0.0
7737,a8SZFjMAsF,201909.0,20190930.0,428.0,650.0,650.0,716.0,716.0,716.0,C3,0.0
7738,8WBrX3MGQj,201901.0,20190131.0,,,,,,,C1b,0.0
7739,UwFXbztFfu,201908.0,20190831.0,696.0,613.0,613.0,696.0,764.0,764.0,C3,0.0
7740,J5dhex29HD,201909.0,20190930.0,232.0,429.0,429.0,595.0,595.0,595.0,C3,0.0
7741,YtnsbE1gYg,201909.0,20190930.0,265.0,299.0,562.0,516.0,562.0,562.0,C3,0.0
7742,RXgE8HLEIV,201903.0,20190331.0,600.0,600.0,,,,,D,0.0
7743,IaxDYNUvHK,201807.0,20180731.0,,,,,,,AB,0.0
7744,daa78KOTX8,201903.0,20190331.0,537.0,582.0,,,,,C3,0.0
7745,nXixMfPW81,201910.0,20191031.0,107.0,124.0,145.0,465.0,461.0,459.0,AB,0.0
7746,y2w2Y3LUK9,201903.0,20190331.0,561.0,605.0,,,,,E,0.0
7747,EXXUHAjDeH,201811.0,20181130.0,,,,,,,D,0.0
7748,jZp8XuwsGX,201812.0,20181231.0,,,,,,,C1b,0.0
7749,qaQIsAYAyb,201811.0,20181130.0,,,,,,,D,0.0
7750,MEBnYLaPbf,201808.0,20180831.0,,,,,,,C3,0.0
7751,9k0tINKth3,201905.0,20190531.0,761.0,761.0,761.0,761.0,,,D,0.0
7752,Jk8q4gexPZ,201911.0,20191130.0,708.0,708.0,816.0,816.0,816.0,816.0,C1a,0.0
7753,PEFZl0SjUF,201901.0,20190131.0,,,,,,,C2,0.0
7754,DuaCWsgjBm,201908.0,20190831.0,710.0,710.0,710.0,630.0,630.0,630.0,D,0.0
7755,FJMKJAGDDV,201902.0,20190228.0,511.0,,,,,,D,0.0
7756,kyA6Kp75bO,201905.0,20190531.0,633.0,590.0,633.0,633.0,,,D,0.0
7757,aBNhJ9K9Wu,201811.0,20181130.0,,,,,,,E,0.0
7758,YFV6YKCR5i,201902.0,20190228.0,579.0,,,,,,E,0.0
7759,TEUa9ZbqJU,202002.0,20200229.0,801.0,801.0,801.0,736.0,659.0,659.0,C1b,0.0
7760,rntu4WRH9M,202001.0,20200131.0,505.0,377.0,96.0,7.0,2.0,1.0,C2,0.0
7761,b7tTHSsTvk,202001.0,20200131.0,772.0,772.0,701.0,701.0,661.0,738.0,C3,0.0
7762,Ly6CixyU0r,202001.0,20200131.0,12.0,44.0,19.0,121.0,119.0,119.0,C3,0.0
7763,jW89OnBnwY,201903.0,20190331.0,366.0,547.0,,,,,D,0.0
7764,FPl79v3amT,202002.0,20200229.0,709.0,709.0,705.0,705.0,705.0,705.0,E,0.0
7765,TY7WbiJ55J,201908.0,20190831.0,724.0,724.0,724.0,724.0,724.0,724.0,D,0.0
7766,BclZ5r8JAc,201906.0,20190630.0,748.0,744.0,777.0,777.0,708.0,,E,0.0
7767,3wi78qjyUv,201909.0,20190930.0,673.0,631.0,631.0,712.0,737.0,700.0,C2,0.0
7768,7XgAQCYl94,201905.0,20190531.0,724.0,724.0,724.0,724.0,,,E,0.0
7769,IBk9C1MYBt,201902.0,20190228.0,821.0,,,,,,C3,0.0
7770,30vFzD1LHE,201906.0,20190630.0,735.0,734.0,734.0,657.0,657.0,,C1a,0.0
7771,VQY9YEkRwe,202002.0,20200229.0,726.0,726.0,726.0,726.0,726.0,726.0,C3,0.0
7772,GpF3kG8J5m,201903.0,20190331.0,687.0,604.0,,,,,C3,0.0
7773,lNfLrTWNt6,201905.0,20190531.0,424.0,504.0,595.0,550.0,,,C3,0.0
7774,eln76sFgyk,201909.0,20190930.0,338.0,559.0,559.0,673.0,673.0,673.0,C3,0.0
7775,2G6dDLxRqq,201811.0,20181130.0,,,,,,,D,0.0
7776,6ouCpyJ2DB,201909.0,20190930.0,645.0,645.0,645.0,720.0,640.0,640.0,D,0.0
7777,1vGOaFrQ85,201902.0,20190228.0,596.0,,,,,,C3,0.0
7778,eUwQh0LSmU,201811.0,20181130.0,,,,,,,D,0.0
7779,xUK3HHswPg,201812.0,20181231.0,,,,,,,C2,0.0
7780,bwE1dyFPdR,201912.0,20191231.0,757.0,683.0,555.0,463.0,555.0,599.0,D,0.0
7781,Mot5dCEzdr,201809.0,20180930.0,,,,,,,C1a,0.0
7782,GtkQpTeGqg,201807.0,20180731.0,,,,,,,D,0.0
