,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
7186,7cyXDLnm0u,201909.0,20190930.0,593.0,502.0,411.0,411.0,502.0,593.0,C3,0.0
7187,7HYaBQtkvp,201808.0,20180831.0,,,,,,,D,0.0
7188,mpw1oPTU6P,201906.0,20190630.0,675.0,545.0,545.0,545.0,634.0,,C3,0.0
7189,YQM4NCGnRc,201907.0,20190731.0,758.0,758.0,758.0,758.0,758.0,758.0,C3,0.0
7190,PpTvC4ZIwa,201812.0,20181231.0,,,,,,,C3,0.0
7191,pnHks6dLMj,201912.0,20191231.0,640.0,681.0,532.0,532.0,532.0,532.0,E,0.0
7192,MnyrT8VGEX,201904.0,20190430.0,506.0,506.0,551.0,,,,E,0.0
7193,AuKIhNVUY6,201807.0,20180731.0,,,,,,,D,0.0
7194,irSSzFcUwu,201812.0,20181231.0,,,,,,,E,0.0
7195,ikozcAh63l,201812.0,20181231.0,,,,,,,C3,0.0
7196,GQl6C0y0MR,201807.0,20180731.0,,,,,,,C1b,0.0
7197,HGeSWZpmnY,201912.0,20191231.0,506.0,505.0,505.0,500.0,713.0,713.0,C2,0.0
7198,5jYCni2TPZ,201912.0,20191231.0,793.0,793.0,793.0,727.0,689.0,648.0,C3,0.0
7199,nlC7Y8kraK,201909.0,20190930.0,140.0,506.0,330.0,371.0,161.0,117.0,D,0.0
7200,mNamuDuhMR,201808.0,20180831.0,,,,,,,E,0.0
7201,msFWjCuuug,202001.0,20200131.0,745.0,745.0,745.0,741.0,840.0,840.0,C2,0.0
7202,GyzIHAqjzy,201912.0,20191231.0,637.0,593.0,548.0,368.0,548.0,632.0,D,0.0
7203,yLM6mKw7BX,201904.0,20190430.0,574.0,192.0,656.0,,,,D,0.0
7204,Cj6UuCVweG,201909.0,20190930.0,272.0,482.0,482.0,557.0,557.0,557.0,E,0.0
7205,DbRdkXjaYK,201908.0,20190831.0,656.0,733.0,799.0,799.0,799.0,799.0,D,0.0
7206,byUacexKfc,201807.0,20180731.0,,,,,,,C3,0.0
7207,uvt0W6S5Y2,201808.0,20180831.0,,,,,,,E,0.0
7208,NbgoQiytyy,201912.0,20191231.0,232.0,194.0,194.0,194.0,258.0,194.0,C2,0.0
7209,l82pM441iv,201905.0,20190531.0,741.0,741.0,737.0,771.0,,,D,0.0
7210,l8TVVcxB9f,201907.0,20190731.0,603.0,687.0,687.0,760.0,756.0,641.0,D,0.0
7211,4q2XqEKIAI,201906.0,20190630.0,352.0,352.0,352.0,352.0,352.0,,C2,0.0
7212,Sb5jb8FSz4,202002.0,20200229.0,52.0,52.0,223.0,223.0,219.0,314.0,C1a,0.0
7213,VYhTr1mFn6,201906.0,20190630.0,631.0,631.0,631.0,631.0,631.0,,E,0.0
7214,MNeRemrNve,201902.0,20190228.0,675.0,,,,,,E,0.0
7215,bwpKMLLSXM,201906.0,20190630.0,583.0,398.0,314.0,355.0,241.0,,C2,0.0
7216,iG2XFfNzB9,201810.0,20181031.0,,,,,,,D,0.0
7217,nnIK7TGwVQ,201907.0,20190731.0,494.0,494.0,494.0,494.0,494.0,403.0,C3,0.0
7218,63VwDlUQ6G,201903.0,20190331.0,570.0,570.0,,,,,C2,0.0
7219,VL41x3JSsD,201906.0,20190630.0,4.0,10.0,22.0,0.0,1.0,,C3,0.0
7220,MUbiiAJr8I,201902.0,20190228.0,375.0,,,,,,E,0.0
7221,mlRl5q18KC,201908.0,20190831.0,665.0,741.0,665.0,664.0,528.0,618.0,D,0.0
7222,gVjfdsWOQH,202001.0,20200131.0,399.0,399.0,398.0,394.0,394.0,394.0,C2,0.0
7223,osrKOldm1z,201812.0,20181231.0,,,,,,,D,0.0
7224,sRi3U8VKO6,201912.0,20191231.0,715.0,715.0,783.0,830.0,830.0,830.0,C3,0.0
7225,yeJo7q7LDm,201910.0,20191031.0,698.0,770.0,853.0,853.0,853.0,853.0,D,0.0
7226,DnhNSvJJI6,201908.0,20190831.0,445.0,401.0,537.0,431.0,386.0,304.0,D,0.0
7227,bmWkJqKyIb,201903.0,20190331.0,18.0,24.0,,,,,D,0.0
7228,8QyzaNWbLs,201911.0,20191130.0,478.0,478.0,569.0,569.0,569.0,478.0,C2,0.0
7229,dVlK1gwF8A,202003.0,20200331.0,706.0,706.0,706.0,706.0,667.0,667.0,C3,0.0
7230,k8UZY7Aoum,201812.0,20181231.0,,,,,,,C3,0.0
7231,CvE12bHcen,202001.0,20200131.0,771.0,700.0,700.0,700.0,700.0,700.0,C3,0.0
7232,2lrzLZJC2A,201809.0,20180930.0,,,,,,,D,0.0
7233,XRqGukPCD9,201907.0,20190731.0,675.0,675.0,675.0,675.0,675.0,675.0,Z,0.0
7234,SOt0vxPveu,201811.0,20181130.0,,,,,,,C3,0.0
7235,djPssV5tbS,201905.0,20190531.0,749.0,749.0,745.0,745.0,,,C3,0.0
7236,MAWePJSwHk,201812.0,20181231.0,,,,,,,C3,0.0
7237,boYeg8Kpzg,201809.0,20180930.0,,,,,,,E,0.0
7238,ypxwId3D9R,201807.0,20180731.0,,,,,,,D,0.0
7239,cxJKM3CKvm,201903.0,20190331.0,653.0,474.0,,,,,D,0.0
7240,0YMDrZhXvq,201903.0,20190331.0,365.0,449.0,,,,,C3,0.0
7241,CYFVhZlSoh,201912.0,20191231.0,545.0,499.0,499.0,499.0,745.0,669.0,C2,0.0
7242,FhHzn6q0zA,201907.0,20190731.0,589.0,544.0,452.0,244.0,359.0,402.0,E,0.0
7243,ZE4RYBSuKf,202002.0,20200229.0,575.0,662.0,662.0,662.0,662.0,575.0,E,0.0
7244,ZrKuslsum7,201812.0,20181231.0,,,,,,,C3,0.0
7245,TznlJPt5JB,201912.0,20191231.0,601.0,579.0,661.0,661.0,529.0,618.0,D,0.0
7246,qOzwgvDXd7,201810.0,20181031.0,,,,,,,D,0.0
7247,NSAINUmrth,201906.0,20190630.0,720.0,720.0,640.0,640.0,506.0,,D,0.0
7248,y3wZyyGqTM,201810.0,20181031.0,,,,,,,D,0.0
7249,9EJmBFwMPq,201901.0,20190131.0,,,,,,,C3,0.0
7250,2JjhofGI69,201905.0,20190531.0,754.0,754.0,719.0,639.0,,,D,0.0
7251,0ROknINrnZ,201909.0,20190930.0,551.0,551.0,551.0,639.0,639.0,639.0,C3,0.0
7252,xDTgWoavrb,201903.0,20190331.0,519.0,519.0,,,,,C2,0.0
7253,pLKKEtRTih,202002.0,20200229.0,487.0,636.0,636.0,636.0,411.0,411.0,C2,0.0
7254,Z2K4kcIfKA,201906.0,20190630.0,712.0,712.0,712.0,712.0,588.0,,C3,0.0
7255,lhPw000WdL,201908.0,20190831.0,516.0,516.0,676.0,675.0,675.0,675.0,C3,0.0
7256,DF7U3cbfdb,201810.0,20181031.0,,,,,,,C3,0.0
7257,kw1nphg1QQ,201902.0,20190228.0,818.0,,,,,,D,0.0
7258,1sJAFJehVo,201901.0,20190131.0,,,,,,,C3,0.0
7259,mr7NRfzMrp,201810.0,20181031.0,,,,,,,C2,0.0
7260,z2nRupB00I,201907.0,20190731.0,847.0,847.0,847.0,869.0,821.0,647.0,C1a,0.0
7261,WNDpZ2Nt3n,201807.0,20180731.0,,,,,,,D,0.0
7262,GspjuEEXTe,201909.0,20190930.0,458.0,595.0,550.0,638.0,504.0,288.0,D,0.0
7263,k1M7b791E2,201809.0,20180930.0,,,,,,,C2,0.0
7264,F3F1QL5YBC,201901.0,20190131.0,,,,,,,E,0.0
7265,yVreAB2pWx,201812.0,20181231.0,,,,,,,E,0.0
7266,QqSlnTdSD5,201909.0,20190930.0,575.0,575.0,484.0,484.0,206.0,351.0,E,0.0
7267,tzUIcULITt,201912.0,20191231.0,643.0,448.0,448.0,509.0,280.0,245.0,C3,0.0
7268,eOXrWdNoj8,201906.0,20190630.0,751.0,750.0,634.0,634.0,634.0,,C3,0.0
7269,WtzmHA9sLG,202002.0,20200229.0,728.0,728.0,728.0,702.0,702.0,812.0,C2,0.0
7270,J6w6Lbf7gJ,201808.0,20180831.0,,,,,,,C1b,0.0
7271,i8oeEuPPNc,202002.0,20200229.0,762.0,762.0,762.0,762.0,762.0,762.0,C1b,0.0
7272,vV1G5uO8pS,201907.0,20190731.0,778.0,656.0,745.0,613.0,613.0,523.0,D,0.0
7273,ttTkZtQLuq,201911.0,20191130.0,261.0,419.0,644.0,601.0,556.0,464.0,E,0.0
7274,EOVELrprQb,201905.0,20190531.0,588.0,566.0,545.0,634.0,,,D,0.0
7275,pYQJkqFh4r,201812.0,20181231.0,,,,,,,D,0.0
7276,QUfpgrN5MY,201911.0,20191130.0,694.0,694.0,731.0,654.0,654.0,654.0,D,0.0
7277,5kVFkjNaEH,201902.0,20190228.0,804.0,,,,,,D,0.0
7278,8G05tGFxay,201906.0,20190630.0,98.0,300.0,300.0,300.0,754.0,,D,0.0
7279,TdYezTUOlC,201807.0,20180731.0,,,,,,,C3,0.0
7280,n5lduRvs2w,201906.0,20190630.0,682.0,641.0,641.0,641.0,721.0,,E,0.0
7281,kejxINY5gc,201906.0,20190630.0,542.0,542.0,542.0,542.0,542.0,,C3,0.0
7282,bMdCrxgOVN,201812.0,20181231.0,,,,,,,C3,0.0
7283,IScFsv4Zpn,201808.0,20180831.0,,,,,,,E,0.0
7284,kjwVWq0jlw,201903.0,20190331.0,723.0,723.0,,,,,D,0.0
7285,76QDL4xNsf,201903.0,20190331.0,685.0,685.0,,,,,E,0.0
7286,MGDudW1qVa,202001.0,20200131.0,571.0,390.0,435.0,307.0,390.0,526.0,D,0.0
7287,bxJ8lOuRff,201807.0,20180731.0,,,,,,,C3,0.0
7288,C3GcoKTLW6,201903.0,20190331.0,645.0,685.0,,,,,D,0.0
7289,4z8dJ81vld,201811.0,20181130.0,,,,,,,D,0.0
7290,Vl25HJKZLj,201906.0,20190630.0,641.0,721.0,598.0,553.0,553.0,,E,0.0
7291,ud6Cunw6lF,201905.0,20190531.0,692.0,692.0,692.0,692.0,,,E,0.0
7292,DaSN3RCzDt,201912.0,20191231.0,689.0,689.0,689.0,689.0,684.0,684.0,C2,0.0
7293,fquw7LeC0a,201812.0,20181231.0,,,,,,,E,0.0
7294,wZE0o1Uzcy,201906.0,20190630.0,24.0,99.0,70.0,186.0,453.0,,E,0.0
7295,zfh2ddj1G4,201909.0,20190930.0,630.0,630.0,630.0,710.0,710.0,710.0,D,0.0
7296,K0S6Rny2UJ,201912.0,20191231.0,329.0,329.0,370.0,459.0,370.0,329.0,C2,0.0
7297,DlMbEctJjP,201905.0,20190531.0,786.0,786.0,786.0,679.0,,,D,0.0
7298,vx83oME2QC,201812.0,20181231.0,,,,,,,C3,0.0
7299,iGX5Tkmojn,201903.0,20190331.0,833.0,833.0,,,,,C2,0.0
7300,hgE4dBWx0d,201902.0,20190228.0,603.0,,,,,,D,0.0
7301,Piqu9HVkJJ,202001.0,20200131.0,686.0,686.0,759.0,759.0,759.0,759.0,C3,0.0
7302,PLSkZlKmYB,202002.0,20200229.0,116.0,153.0,108.0,209.0,233.0,226.0,C2,0.0
7303,ofl58Z4T5n,201902.0,20190228.0,626.0,,,,,,D,0.0
7304,m1L2AKRFwh,201909.0,20190930.0,209.0,276.0,276.0,690.0,649.0,649.0,C3,0.0
7305,OOKas7dmWB,201807.0,20180731.0,,,,,,,C2,0.0
7306,ra6yct042o,201903.0,20190331.0,667.0,667.0,,,,,C3,0.0
7307,tqZrskUeDn,201812.0,20181231.0,,,,,,,D,0.0
7308,iXNFE6qvQM,201908.0,20190831.0,515.0,561.0,418.0,509.0,509.0,555.0,D,0.0
7309,y2dZcLBPlU,201812.0,20181231.0,,,,,,,E,0.0
7310,2KUAK9DWsI,201812.0,20181231.0,,,,,,,C1a,0.0
7311,5rqj3DZNFV,201901.0,20190131.0,,,,,,,E,0.0
7312,lsWgK1EbP1,201912.0,20191231.0,414.0,414.0,414.0,505.0,676.0,750.0,E,0.0
7313,lvOL3tDUfd,201905.0,20190531.0,760.0,757.0,683.0,683.0,,,C1b,0.0
7314,v7sjn1RtXa,201906.0,20190630.0,725.0,513.0,513.0,513.0,721.0,,E,0.0
7315,HhbrgDzaz5,201912.0,20191231.0,815.0,753.0,753.0,679.0,753.0,594.0,C3,0.0
7316,X6RV2pHGW0,201907.0,20190731.0,405.0,542.0,542.0,542.0,542.0,542.0,C3,0.0
7317,Td1VtT2TF3,202002.0,20200229.0,77.0,91.0,233.0,432.0,432.0,432.0,,0.0
7318,qH7CntJgcg,201807.0,20180731.0,,,,,,,C3,0.0
7319,ZuLdp2VtSj,201912.0,20191231.0,425.0,425.0,425.0,575.0,575.0,438.0,C3,0.0
7320,CKyRmwAcRo,201911.0,20191130.0,582.0,401.0,396.0,396.0,477.0,578.0,E,0.0
7321,BpgguoCMEQ,202003.0,20200331.0,822.0,822.0,822.0,822.0,822.0,822.0,C3,0.0
7322,RjpGggB9Gw,201809.0,20180930.0,,,,,,,C1b,0.0
7323,MvMNXVxIht,201812.0,20181231.0,,,,,,,C3,0.0
7324,WNKrGxOyyn,201809.0,20180930.0,,,,,,,D,0.0
7325,afpTmZkT8M,202003.0,20200331.0,517.0,426.0,426.0,426.0,504.0,504.0,D,0.0
7326,94mGlWbSpT,201811.0,20181130.0,,,,,,,C3,0.0
7327,zFJ2BhkH3E,201810.0,20181031.0,,,,,,,C3,0.0
7328,11RyYDgxF4,201809.0,20180930.0,,,,,,,C3,0.0
7329,2RylvCTPlr,202001.0,20200131.0,729.0,729.0,729.0,729.0,729.0,729.0,C3,0.0
7330,gds6uxvbSi,202003.0,20200331.0,767.0,763.0,763.0,763.0,763.0,763.0,C3,0.0
7331,sgTAp02xdb,201810.0,20181031.0,,,,,,,C1b,0.0
7332,x6k7GTamPj,202003.0,20200331.0,383.0,383.0,383.0,383.0,301.0,301.0,C2,0.0
7333,R7DCPF4Rw9,201812.0,20181231.0,,,,,,,E,0.0
7334,4CDiGP2UoT,201910.0,20191031.0,744.0,744.0,669.0,669.0,669.0,744.0,C3,0.0
7335,74uAB3d1Sh,201909.0,20190930.0,721.0,721.0,721.0,721.0,717.0,717.0,D,0.0
7336,kg8UEeu6Pi,201810.0,20181031.0,,,,,,,D,0.0
7337,GnKrTVm7z9,201909.0,20190930.0,553.0,641.0,641.0,508.0,508.0,508.0,E,0.0
7338,IWimQ9x4Th,201908.0,20190831.0,454.0,546.0,676.0,750.0,750.0,750.0,C3,0.0
7339,byHhV80YpX,201812.0,20181231.0,,,,,,,E,0.0
7340,7XtgkWMjRL,201912.0,20191231.0,278.0,401.0,357.0,210.0,96.0,133.0,D,0.0
7341,nMZOLLlAkG,201808.0,20180831.0,,,,,,,D,0.0
7342,19CbvqWHte,201808.0,20180831.0,,,,,,,E,0.0
7343,qjMmLrqoZp,201808.0,20180831.0,,,,,,,C3,0.0
7344,2QVCTeJKKx,201912.0,20191231.0,438.0,432.0,478.0,478.0,478.0,432.0,C2,0.0
7345,9FY178eRy2,201907.0,20190731.0,269.0,269.0,347.0,342.0,429.0,385.0,C3,0.0
7346,YPIg9HCFc9,201909.0,20190930.0,685.0,685.0,681.0,681.0,491.0,491.0,C3,0.0
7347,77lUoRsJZW,201901.0,20190131.0,,,,,,,C3,0.0
7348,RgcCCoWxeS,201807.0,20180731.0,,,,,,,E,0.0
7349,YCAUstmdar,201912.0,20191231.0,13.0,24.0,120.0,32.0,37.0,53.0,D,0.0
7350,l0ES6Q6dgp,201908.0,20190831.0,693.0,765.0,761.0,761.0,761.0,761.0,D,0.0
7351,VhQ6we4rzn,201807.0,20180731.0,,,,,,,D,0.0
7352,WuVohJUell,202003.0,20200331.0,377.0,466.0,421.0,421.0,421.0,466.0,D,0.0
7353,xaluxZvUgN,201902.0,20190228.0,757.0,,,,,,D,0.0
7354,3bEv4i649Z,201809.0,20180930.0,,,,,,,E,0.0
7355,fR7AHQRsXP,201912.0,20191231.0,716.0,716.0,784.0,784.0,784.0,784.0,E,0.0
7356,hS4CWw24dh,201901.0,20190131.0,,,,,,,D,0.0
7357,kHZpL0oFjk,201807.0,20180731.0,,,,,,,C2,0.0
7358,RZZmvLtlRU,201807.0,20180731.0,,,,,,,D,0.0
7359,0xmLqwXqi0,201807.0,20180731.0,,,,,,,D,0.0
7360,UcvTWEbPdg,201812.0,20181231.0,,,,,,,D,0.0
7361,oVVGUfDOOe,201907.0,20190731.0,696.0,768.0,734.0,734.0,734.0,768.0,E,0.0
7362,99BAwTXLiW,202001.0,20200131.0,693.0,693.0,693.0,693.0,688.0,688.0,D,0.0
7363,S4JjdoKTab,201907.0,20190731.0,660.0,781.0,673.0,587.0,542.0,587.0,D,0.0
7364,FbvKprirtG,201902.0,20190228.0,779.0,,,,,,E,0.0
7365,HZKYgwBFtX,202001.0,20200131.0,519.0,519.0,473.0,609.0,604.0,688.0,E,0.0
7366,knlRwgqtpY,201812.0,20181231.0,,,,,,,C3,0.0
7367,LBVNPfG0t7,201912.0,20191231.0,542.0,542.0,542.0,542.0,542.0,400.0,C3,0.0
7368,vhZHxvcqQd,201812.0,20181231.0,,,,,,,D,0.0
7369,BtIsSrm0tw,201812.0,20181231.0,,,,,,,C3,0.0
7370,E3nkQUYaB7,201912.0,20191231.0,721.0,598.0,508.0,462.0,598.0,598.0,E,0.0
7371,t0ugjdUwbU,201807.0,20180731.0,,,,,,,C3,0.0
7372,dIBPWZKMxw,201812.0,20181231.0,,,,,,,D,0.0
7373,RQAvGkn6Sa,201809.0,20180930.0,,,,,,,C3,0.0
7374,4NoxYidXiw,201807.0,20180731.0,,,,,,,D,0.0
7375,rHTeY1SdiA,201811.0,20181130.0,,,,,,,D,0.0
7376,ZgZxX5aM1a,201809.0,20180930.0,,,,,,,C2,0.0
7377,fozY7X37SS,201812.0,20181231.0,,,,,,,C3,0.0
7378,21cpoLmhBL,201908.0,20190831.0,639.0,639.0,625.0,444.0,444.0,535.0,C3,0.0
7379,KRJTKNaQgu,201811.0,20181130.0,,,,,,,C3,0.0
7380,b6SNpTJWKJ,201807.0,20180731.0,,,,,,,D,0.0
7381,UM9jrB2PeG,202002.0,20200229.0,555.0,510.0,510.0,510.0,555.0,555.0,D,0.0
7382,SWR0FfNPIO,201903.0,20190331.0,821.0,760.0,,,,,AB,0.0
7383,G4mVFMllst,201908.0,20190831.0,557.0,460.0,552.0,552.0,640.0,640.0,D,0.0
7384,xadirYP5Kh,201812.0,20181231.0,,,,,,,D,0.0
7385,AYJVMEWUoS,201911.0,20191130.0,800.0,800.0,827.0,827.0,827.0,827.0,C1b,0.0
7386,Xsn1SQmoDU,201811.0,20181130.0,,,,,,,E,0.0
7387,KLdfNSCAx9,201910.0,20191031.0,229.0,146.0,311.0,206.0,528.0,660.0,C3,0.0
7388,7Mrns4x8JW,201809.0,20180930.0,,,,,,,D,0.0
7389,m6CHkJ0Bo8,201811.0,20181130.0,,,,,,,E,0.0
7390,a1UV5i8byk,201903.0,20190331.0,678.0,179.0,,,,,D,0.0
7391,7GTrHIXF75,201904.0,20190430.0,869.0,869.0,869.0,,,,C2,0.0
7392,kxmta4RZcw,201909.0,20190930.0,848.0,848.0,848.0,848.0,848.0,848.0,C3,0.0
7393,ZBBzIoCECJ,201901.0,20190131.0,,,,,,,C2,0.0
7394,DuwJCvIiAh,201809.0,20180930.0,,,,,,,E,0.0
7395,ZtFAi0UuYn,201905.0,20190531.0,645.0,645.0,552.0,640.0,,,D,0.0
7396,m6cvFUSRat,201812.0,20181231.0,,,,,,,C3,0.0
7397,2KRxEVCJrJ,201812.0,20181231.0,,,,,,,E,0.0
7398,B3iwGTe20o,201905.0,20190531.0,165.0,251.0,446.0,516.0,,,C3,0.0
7399,wCxHDGuJDI,201912.0,20191231.0,378.0,467.0,467.0,462.0,462.0,462.0,C1b,0.0
7400,6XCZbgA2KR,202003.0,20200331.0,249.0,323.0,323.0,284.0,323.0,249.0,C1b,0.0
7401,yJ5V5hbVPk,201812.0,20181231.0,,,,,,,D,0.0
7402,MVKWhhkG65,201811.0,20181130.0,,,,,,,C3,0.0
7403,88KJ7nnbct,201911.0,20191130.0,404.0,404.0,404.0,404.0,404.0,404.0,C2,0.0
7404,PVG98CJ3cE,201812.0,20181231.0,,,,,,,C1a,0.0
7405,UIslPyTYRf,202003.0,20200331.0,738.0,738.0,738.0,701.0,619.0,619.0,C1b,0.0
7406,X0PcNzIJIc,202001.0,20200131.0,504.0,413.0,413.0,369.0,369.0,413.0,D,0.0
7407,O6VkStQUh7,201912.0,20191231.0,532.0,532.0,532.0,676.0,676.0,676.0,C2,0.0
7408,yRBWngG8Bn,201908.0,20190831.0,557.0,602.0,602.0,557.0,557.0,557.0,E,0.0
7409,Z27OluogUq,201905.0,20190531.0,454.0,454.0,454.0,546.0,,,C3,0.0
7410,vLXM1pyogz,201808.0,20180831.0,,,,,,,D,0.0
7411,v8GvMN5eED,201810.0,20181031.0,,,,,,,C3,0.0
7412,lTymII8Z6r,201811.0,20181130.0,,,,,,,C2,0.0
7413,bJeqeDwhRu,201810.0,20181031.0,,,,,,,E,0.0
7414,kxOR66H2XH,201808.0,20180831.0,,,,,,,C2,0.0
7415,8HUPTWzBZt,202002.0,20200229.0,505.0,551.0,414.0,414.0,414.0,370.0,C3,0.0
7416,i1dvC9YtCt,201909.0,20190930.0,934.0,922.0,934.0,922.0,943.0,943.0,AB,0.0
7417,ZRlpUUtQfC,201905.0,20190531.0,327.0,327.0,672.0,582.0,,,C3,0.0
7418,HG8mrS26gK,201903.0,20190331.0,213.0,184.0,,,,,C3,0.0
7419,QIQzHscmmq,201904.0,20190430.0,726.0,647.0,688.0,,,,C1b,0.0
7420,BJIWReeIY4,201901.0,20190131.0,,,,,,,D,0.0
7421,qo5CFpl2AB,201906.0,20190630.0,785.0,815.0,815.0,815.0,815.0,,C2,0.0
7422,Ovpj4busba,202002.0,20200229.0,842.0,842.0,840.0,840.0,840.0,840.0,D,0.0
7423,e80Uzbjqt3,201909.0,20190930.0,652.0,652.0,688.0,688.0,688.0,688.0,E,0.0
7424,Hp6PYfKCwt,201902.0,20190228.0,811.0,,,,,,C3,0.0
7425,RWPAR7x5wy,201812.0,20181231.0,,,,,,,D,0.0
7426,VldEaZhtvQ,201811.0,20181130.0,,,,,,,D,0.0
7427,AnP24J9J7k,201812.0,20181231.0,,,,,,,C1b,0.0
7428,Cbdyqy54tZ,201903.0,20190331.0,693.0,693.0,,,,,E,0.0
7429,uzcLEXEQTz,201812.0,20181231.0,,,,,,,D,0.0
7430,AjieFk7vOE,201905.0,20190531.0,630.0,630.0,630.0,630.0,,,E,0.0
7431,OIAEwYtnNk,201909.0,20190930.0,250.0,250.0,17.0,100.0,50.0,547.0,D,0.0
7432,5zYZVZBnpc,201807.0,20180731.0,,,,,,,D,0.0
7433,TnvlCiExOA,201912.0,20191231.0,732.0,694.0,731.0,742.0,772.0,738.0,AB,0.0
7434,o7DZRlSxDQ,202002.0,20200229.0,571.0,571.0,571.0,571.0,571.0,571.0,D,0.0
7435,TsDpw7629m,202003.0,20200331.0,275.0,313.0,313.0,313.0,397.0,483.0,C3,0.0
7436,nB5MwhKtfU,201808.0,20180831.0,,,,,,,D,0.0
7437,TfGXg7Wtc1,201912.0,20191231.0,541.0,444.0,315.0,484.0,394.0,530.0,C3,0.0
7438,3NYxjHgw2J,201904.0,20190430.0,418.0,413.0,328.0,,,,C3,0.0
7439,o1QeLjRZWI,201910.0,20191031.0,254.0,329.0,290.0,506.0,596.0,640.0,D,0.0
7440,tQbe4jza7y,201810.0,20181031.0,,,,,,,C2,0.0
7441,CLia15pSiN,201810.0,20181031.0,,,,,,,E,0.0
7442,zr3lyTmGp8,201810.0,20181031.0,,,,,,,C1b,0.0
7443,uOemwfVONK,202002.0,20200229.0,107.0,124.0,56.0,8.0,94.0,96.0,C3,0.0
7444,HavWWC98Ri,201904.0,20190430.0,409.0,500.0,500.0,,,,C2,0.0
7445,sqFNjes3TA,201905.0,20190531.0,199.0,125.0,227.0,469.0,,,D,0.0
7446,986MRdndQk,201910.0,20191031.0,313.0,313.0,313.0,313.0,313.0,313.0,D,0.0
7447,9VuCmk9Cer,201908.0,20190831.0,603.0,603.0,669.0,668.0,668.0,668.0,C2,0.0
7448,c7XBJak7PD,201810.0,20181031.0,,,,,,,C3,0.0
7449,L97vP1GjaZ,202001.0,20200131.0,558.0,558.0,558.0,558.0,558.0,553.0,E,0.0
7450,WITSH6jYN7,201912.0,20191231.0,520.0,566.0,566.0,520.0,515.0,358.0,D,0.0
7451,bn03dun0hO,201807.0,20180731.0,,,,,,,C3,0.0
7452,o7v5IwWa17,201904.0,20190430.0,716.0,716.0,592.0,,,,C3,0.0
7453,qr3UWZ4SEY,201811.0,20181130.0,,,,,,,D,0.0
7454,amIyfgzFeY,201904.0,20190430.0,726.0,605.0,605.0,,,,C3,0.0
7455,BDDOnKgagb,201811.0,20181130.0,,,,,,,D,0.0
7456,JlmJ8iPRHV,201807.0,20180731.0,,,,,,,D,0.0
7457,4Jji6VVe7G,201812.0,20181231.0,,,,,,,D,0.0
7458,qojgqIsjeC,201812.0,20181231.0,,,,,,,C1b,0.0
7459,0LeO5QZqAD,201901.0,20190131.0,,,,,,,D,0.0
7460,jiUlcOipFR,202002.0,20200229.0,321.0,247.0,247.0,282.0,362.0,506.0,D,0.0
7461,DO7VGIOCm4,201905.0,20190531.0,591.0,671.0,747.0,747.0,,,D,0.0
7462,o29RZilzuz,202001.0,20200131.0,772.0,772.0,738.0,738.0,734.0,769.0,D,0.0
7463,ccerxQAmhD,202002.0,20200229.0,727.0,689.0,649.0,648.0,648.0,689.0,C2,0.0
7464,uXpCgGtW2f,201905.0,20190531.0,652.0,652.0,648.0,648.0,,,C3,0.0
7465,7CVGQIFEcx,201907.0,20190731.0,692.0,692.0,652.0,652.0,652.0,692.0,E,0.0
7466,UNopKJXsa3,201812.0,20181231.0,,,,,,,D,0.0
7467,c4nlOm5EEb,201903.0,20190331.0,708.0,708.0,,,,,C3,0.0
7468,HwF4RhDL4Z,201902.0,20190228.0,611.0,,,,,,C3,0.0
7469,B2zqeGWgXh,201912.0,20191231.0,660.0,573.0,573.0,602.0,602.0,602.0,C3,0.0
7470,U25AvdMjs7,201912.0,20191231.0,655.0,655.0,655.0,777.0,777.0,740.0,C2,0.0
7471,PoOCsnCrFZ,202002.0,20200229.0,439.0,434.0,479.0,525.0,525.0,525.0,D,0.0
7472,BgZV8XCTLm,201906.0,20190630.0,711.0,711.0,630.0,586.0,586.0,,D,0.0
7473,NK1BxgpaWQ,201812.0,20181231.0,,,,,,,D,0.0
7474,ScApvTx2RC,201911.0,20191130.0,652.0,730.0,693.0,693.0,693.0,652.0,C3,0.0
7475,CFpFa5t3X4,201912.0,20191231.0,621.0,617.0,421.0,225.0,225.0,194.0,D,0.0
7476,2EPyENMNgT,201910.0,20191031.0,601.0,644.0,644.0,557.0,557.0,557.0,D,0.0
7477,1n9Ugfof3w,201811.0,20181130.0,,,,,,,E,0.0
7478,o4cQd8Uz4K,201807.0,20180731.0,,,,,,,D,0.0
7479,K1ARQWG7NL,201809.0,20180930.0,,,,,,,E,0.0
7480,YZax59CU3A,201812.0,20181231.0,,,,,,,C2,0.0
7481,2RMqOuaEHV,201905.0,20190531.0,498.0,498.0,498.0,407.0,,,C2,0.0
7482,A0S0Er1o3g,202002.0,20200229.0,701.0,701.0,701.0,701.0,772.0,772.0,D,0.0
7483,zc631Rb12N,201808.0,20180831.0,,,,,,,D,0.0
7484,XVgr2oUWL2,201809.0,20180930.0,,,,,,,D,0.0
7485,GlXJ9CKZWr,202003.0,20200331.0,487.0,441.0,441.0,441.0,487.0,482.0,E,0.0
7486,HoKngCa61p,202002.0,20200229.0,58.0,134.0,576.0,183.0,359.0,325.0,D,0.0
